node_idx,description
309,"This node has direct edges to 13 out of the 398 other nodes in the network (degree centrality 0.0327 × 399 ≈ 13). Its closeness centrality of 0.4340 corresponds to a mean shortest-path distance of 1 / 0.4340 ≈ 2.31 hops to reach any other node in the graph. The betweenness centrality of 0.0000 signifies that this node does not lie on any shortest paths between other pairs of nodes, indicating it does not serve as a connector in the network. The clustering coefficient of 0.5513 indicates that approximately 55.1% of the node's 13 neighbors are directly connected to one another, revealing the presence of a moderately connected local neighborhood. The square clustering coefficient of 0.3606 measures the fraction of potential four-node cycles (squares) that are closed among the node's neighbors; here, 36.1% of such cycles are present, highlighting a moderate level of interconnectivity among the neighbors through both direct edges and two-step paths."
310,"This node has direct edges to 17 out of the 398 other nodes in the network (degree centrality 0.0427 × 398 ≈ 17). Its closeness centrality of 0.4393 corresponds to a mean shortest-path distance of 1 / 0.4393 ≈ 2.28 hops to reach any other node in the graph. The betweenness centrality of 0.0001 indicates that this node lies on approximately 0.01% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.6397 signifies that about 63.97% of the node's 17 neighbors share a direct edge with one another, indicating a relatively high level of connectivity in its local neighborhood. The square clustering coefficient of 0.2965 reflects that 29.65% of potential four-node cycles among the node's neighbors are closed, showing the extent to which neighbors are interconnected through paths of length two, in addition to direct connections."
311,"This node has direct edges to 19 out of the 398 other nodes in the network (degree centrality 0.0477 × 398 ≈ 19). Its closeness centrality of 0.4432 corresponds to a mean shortest-path distance of 1 / 0.4432 ≈ 2.26 hops to reach any other node in the graph. The betweenness centrality of 0.0002 indicates that this node lies on approximately 0.02% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.3392 reveals that about 33.9% of the node's 19 neighbors are mutually connected, forming a local structure of interconnected nodes. The square clustering coefficient of 0.2487 indicates that 24.87% of potential four-node cycles (squares) are closed among the node's neighbors, demonstrating a moderate level of connectivity through paths of length two among the neighbors."
312,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3579 corresponds to a mean shortest-path distance of 1 / 0.3579 ≈ 2.79 hops to reach any other node in the graph. The betweenness centrality of 0.0004 indicates that this node lies on approximately 0.04% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.8333 signifies that about 83.33% of the node's 4 neighbors share a direct edge with one another, indicating a highly interconnected local neighborhood. The square clustering coefficient of 0.0548 reflects that 5.48% of the potential four-node cycles that could occur among the node's neighbors are closed, suggesting a limited extent of further connection through paths of length two beyond the direct edges."
313,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3579 corresponds to a mean shortest-path distance of 1 / 0.3579 ≈ 2.79 hops to reach any other node in the graph. The betweenness centrality of 0.0004 indicates that this node lies on approximately 0.04% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.8333 means that about 83.33% of the node's 4 neighbors are connected to each other, indicating a high degree of local interconnectivity. The square clustering coefficient of 0.0548 reflects that approximately 5.48% of potential four-node cycles (squares) among the node's neighbors are closed, suggesting a limited extent of connections among neighbors that can be traversed through paths of length two."
314,"This node has direct edges to 15 out of the 398 other nodes in the network (degree centrality 0.0377 × 398 ≈ 15). Its closeness centrality of 0.4303 corresponds to a mean shortest-path distance of 1 / 0.4303 ≈ 2.32 hops to reach any other node in the graph. The betweenness centrality of 0.0151 indicates that this node lies on approximately 1.51% of all shortest paths between every other pair of nodes in the network. The clustering coefficient of 0.2857 signifies that about 28.6% of the node's 15 neighbors are connected to each other through direct edges, illustrating a relatively sparse local neighborhood. The square clustering coefficient of 0.0821 measures the fraction of potential four-node cycles that are closed among the node's neighbors; here, 8.21% of such cycles are present, indicating limited connectivity through paths of length two among neighbors, in addition to any direct edges."
315,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.3015 corresponds to a mean shortest-path distance of 1 / 0.3015 ≈ 3.32 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any pair of nodes, thus contributing 0% to the total paths in the network. The clustering coefficient of 1.0000 means that all of this node's 3 neighbors are interconnected, resulting in 100% of neighbor pairs sharing a direct edge. The square clustering coefficient of 0.2143 indicates that approximately 21.43% of potential four-node cycles are closed among this node's neighbors, suggesting some indirect connections exist through paths of length two, although not all possible connections are realized."
316,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.3579 corresponds to a mean shortest-path distance of 1 / 0.3579 ≈ 2.79 hops to reach any other node in the graph. The betweenness centrality of 0.0001 indicates that this node lies on approximately 0.01% of all shortest paths between every other pair of nodes in the network. The clustering coefficient of 0.6667 shows that about 66.67% of the node's 3 neighbors share a direct edge with one another, indicating a relatively close-knit local group. The square clustering coefficient of 0.1220 reflects that 12.20% of potential four-node cycles (squares) formed by the node's neighbors are closed, suggesting connections among neighbors via paths of length two and direct edges."
317,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3225 corresponds to a mean shortest-path distance of 1 / 0.3225 ≈ 3.10 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, representing 0% of those paths. The clustering coefficient of 0.6667 means that approximately 66.67% of the node’s 4 neighbors are directly connected to one another, indicating a relatively dense local neighborhood. The square clustering coefficient of 0.1238 shows that about 12.38% of potential four-node cycles (squares) among the node's neighbors are closed, reflecting some connectivity among neighbors through paths of length two as well as direct edges."
318,"This node has direct edges to 11 out of the 398 other nodes in the network (degree centrality 0.0276 × 398 ≈ 11). Its closeness centrality of 0.3702 indicates a mean shortest-path distance of 1 / 0.3702 ≈ 2.70 hops to reach any other node in the graph. The betweenness centrality of 0.0066 signifies this node lies on approximately 0.66% of all shortest paths between every other pair of nodes in the network. The clustering coefficient of 0.3455 suggests that about 34.55% of this node's 11 neighbors are connected to each other directly, illustrating a moderately dense local neighborhood. The square clustering coefficient of 0.0978 implies that 9.78% of potential four-node cycles (squares) formed by the node's neighbors are completed, indicating a limited connection across paths of length two among its direct neighbors."
319,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 399 ≈ 4). Its closeness centrality of 0.3589 corresponds to a mean shortest-path distance of 1 / 0.3589 ≈ 2.79 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any other pairs of nodes, meaning it neither acts as a bridge nor a connector in the network. The clustering coefficient of 1.0000 signifies that 100% of the node's 4 neighbors are connected to one another, forming a complete subgraph among its neighbors. The square clustering coefficient of 0.0918 suggests that approximately 9.18% of potential cycles involving four nodes (squares) are closed among the node's neighbors, indicating a limited structure of second-order connections relative to the number of neighbors present."
320,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 398 ≈ 5). Its closeness centrality of 0.3599 corresponds to a mean shortest-path distance of 1 / 0.3599 ≈ 2.78 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, representing 0% of the total paths. The clustering coefficient of 0.9000 reveals that about 90.0% of the node's 5 neighbors are mutually connected, indicating a highly interconnected local neighborhood. The square clustering coefficient of 0.1258 signifies that 12.58% of potential four-node cycles (squares) are closed among the node's neighbors, reflecting moderate interconnections through paths of length two among those neighbors."
321,"This node has direct edges to 1 out of the 398 other nodes in the network (degree centrality 0.0025 × 398 ≈ 1). Its closeness centrality of 0.2704 corresponds to a mean shortest-path distance of 1 / 0.2704 ≈ 3.70 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between every other pair of nodes, meaning it does not participate in connecting any pairs. The clustering coefficient of 0.0000 indicates that none of this node's neighbors share a direct edge with one another, reflecting the absence of a dense local neighborhood. The square clustering coefficient of 0.0000 suggests that there are no closed four-node cycles among the node's neighbors; therefore, 0% of potential cycles of this type are present, indicating a lack of interconnectedness among surrounding nodes."
322,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3225 corresponds to a mean shortest-path distance of 1 / 0.3225 ≈ 3.10 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, accounting for 0% of all such paths. The clustering coefficient of 0.6667 means that approximately 66.67% of the node's 4 neighbors are mutually connected to each other, indicating a relatively cohesive local neighborhood. The square clustering coefficient of 0.1058 shows that about 10.58% of potential four-node cycles (squares) are closed among this node's neighbors, reflecting limited additional connectivity among them through paths of length two."
323,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 ≈ 2). Its closeness centrality of 0.3020 corresponds to a mean shortest-path distance of 1 / 0.3020 ≈ 3.31 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any other pairs of nodes, accounting for 0% of all such paths. The clustering coefficient of 1.0000 means that 100% of the node's 2 neighbors share a direct edge with one another, indicating complete connectivity among them. The square clustering coefficient of 0.3750 indicates that 37.5% of potential four-node cycles (squares) are closed among the neighbors, reflecting a moderate level of interconnectedness through indirect paths of length two alongside direct edges."
324,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 ≈ 2). Its closeness centrality of 0.3573 corresponds to a mean shortest-path distance of 1 / 0.3573 ≈ 2.80 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between every pair of nodes, meaning it does not serve as a bridge in the network. The clustering coefficient of 1.0000 signifies that 100% of the node's 2 neighbors are directly connected to each other, forming a complete subgraph. The square clustering coefficient of 0.3146 indicates that approximately 31.46% of potential four-node cycles (squares) among the neighbors are closed, suggesting some connections through paths of length two exist among them, in addition to direct connections."
325,"This node has direct edges to 9 out of the 398 other nodes in the network, as derived from a degree centrality of 0.0226 × 399 ≈ 9. Its closeness centrality of 0.4432 corresponds to a mean shortest-path distance of 1 / 0.4432 ≈ 2.26 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, contributing 0% to such paths. The clustering coefficient of 0.7778 suggests that approximately 77.8% of the node's 9 neighbors are mutually connected, indicating a tightly-knit local neighborhood. The square clustering coefficient of 0.2540 reflects that about 25.4% of potential square cycles among the node's neighbors are closed, demonstrating a moderate level of triangular connectivity within the neighborhood, where neighbors are linked through paths of length two in addition to direct edges."
326,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 399 ≈ 5). Its closeness centrality of 0.3599 corresponds to a mean shortest-path distance of 1 / 0.3599 ≈ 2.78 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between any other pair of nodes. The clustering coefficient of 0.9000 suggests that approximately 90.0% of the node's 5 neighbors share a direct edge with one another, indicating a highly interconnected local neighborhood. The square clustering coefficient of 0.2395 signifies that about 23.95% of potential four-node cycles (squares) are closed among the node's neighbors, demonstrating the presence of connections among neighbors beyond direct edges."
327,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 398 ≈ 5). Its closeness centrality of 0.3675 corresponds to a mean shortest-path distance of 1 / 0.3675 ≈ 2.72 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between any other pairs of nodes in the network. The clustering coefficient of 0.8000 means that approximately 80.0% of the node's 5 neighbors are directly connected to one another, forming a dense local neighbourhood. The square clustering coefficient of 0.1994 reflects that around 19.9% of potential four-node cycles among the node's neighbors are completed, indicating a certain level of connectivity among the neighbors through paths of length two and direct edges."
328,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.3576 corresponds to a mean shortest-path distance of 1 / 0.3576 ≈ 2.80 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between pairs of other nodes, contributing to 0% of all shortest paths. The clustering coefficient of 1.0000 signifies that 100% of the node's 3 neighbors are mutually connected, forming a fully connected local neighborhood. The square clustering coefficient of 0.1456 shows that approximately 14.56% of the potential four-node cycles (squares) that could form among the node's neighbors are closed, indicating a limited extent of connection between neighbors through indirect paths of length two alongside direct edges."
329,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.3576 corresponds to a mean shortest-path distance of 1 / 0.3576 ≈ 2.79 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between pairs of other nodes, representing 0% of all shortest paths. The clustering coefficient of 1.0000 signifies that 100% of the node's 3 neighbors are mutually connected, meaning that all its neighbors share direct edges with each other, resulting in a complete local triangle. The square clustering coefficient of 0.1456 suggests that approximately 14.56% of potential four-node cycles (squares) involving this node's neighbors are closed, illustrating that there are some connections among the neighbors through paths of length two, in addition to their direct connections."
330,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 ≈ 2). Its closeness centrality of 0.3573 indicates a mean shortest-path distance of 1 / 0.3573 ≈ 2.80 hops to reach any other node in the graph. The betweenness centrality of 0.0000 signifies that this node does not lie on any shortest paths between other pairs of nodes, which translates to 0% of all shortest paths. The clustering coefficient of 1.0000 demonstrates that all of the node's direct neighbors (2 neighbors) are perfectly connected to each other, meaning 100% of the neighbors share a direct edge. The square clustering coefficient of 0.1000 indicates that 10% of potential four-node cycles involving the node's neighbors are closed, suggesting a limited level of connections among neighbors through paths of length two, despite strong direct connectivity."
331,"This node has direct edges to 1 out of the 398 other nodes in the network (degree centrality 0.0025 × 398 ≈ 1). Its closeness centrality of 0.3011 corresponds to a mean shortest-path distance of 1 / 0.3011 ≈ 3.32 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any pairs of nodes, representing 0% of all shortest paths. The clustering coefficient of 0.0000 signifies that there are no pairs of direct neighbors among the single neighbor, resulting in 0% of neighbor pairs being interconnected. The square clustering coefficient of 0.0000 also shows that there are no closed four-node cycles involving the node's neighbors, indicating no connections through paths of length two among the neighbors. In summary, this node has a direct connection to only one other node, with no local clustering among its neighbors or involvement in shortest paths between other nodes."
332,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 ≈ 2). Its closeness centrality of 0.3212 corresponds to a mean shortest-path distance of 1 / 0.3212 ≈ 3.11 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between pairs of other nodes, contributing 0% to the betweenness centrality. The clustering coefficient of 1.0000 shows that 100% of the node's 2 neighbors share a direct edge with each other, indicating a complete connection among them. The square clustering coefficient of 0.0769 suggests that approximately 7.69% of potential four-node cycles (squares) among the node's neighbors are closed, reflecting a limited presence of indirect connections through trails of length two among its immediate neighbors."
333,"This node has direct edges to 11 out of the 398 other nodes in the network (degree centrality 0.0276 × 398 ≈ 11). Its closeness centrality of 0.4321 corresponds to a mean shortest-path distance of 1 / 0.4321 ≈ 2.31 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, representing 0% of all such paths. The clustering coefficient of 0.5091 signifies that approximately 50.9% of the node's 11 neighbors share direct connections with one another, indicating a reasonably cohesive local neighborhood. The square clustering coefficient of 0.3393 reflects that about 33.9% of potential four-node cycles (squares) among the node's neighbors are completed, indicating some level of connectivity through two-step paths in addition to direct edges."
334,"This node has direct edges to 12 out of the 398 other nodes in the network (degree centrality 0.0302 × 398 ≈ 12). Its closeness centrality of 0.4298 corresponds to a mean shortest-path distance of 1 / 0.4298 ≈ 2.33 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any of the shortest paths between other pairs of nodes, resulting in a 0% contribution to such paths. The clustering coefficient of 0.6364 suggests that approximately 63.6% of the node's 12 neighbors share a direct edge with one another, indicating a relatively interconnected local neighborhood. The square clustering coefficient of 0.2622 implies that 26.22% of the potential four-node cycles (squares) are closed among the node's neighbors, reflecting the extent of connectivity through paths of length two in addition to direct edges among them."
335,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 398 ≈ 5). Its closeness centrality of 0.4185 corresponds to a mean shortest-path distance of 1 / 0.4185 ≈ 2.39 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, indicating isolation in path connectivity. The clustering coefficient of 0.4000 means that approximately 40.0% of the node's 5 neighbors share direct edges with one another, signifying a moderate level of connectivity in its local neighborhood. The square clustering coefficient of 0.3064 reflects that about 30.6% of potential four-node cycles (squares) that could exist among the node's neighbors are closed, demonstrating a limited connectivity among neighbors through paths of length two in addition to direct edges."
336,"This node has direct edges to 10 out of the 398 other nodes in the network (degree centrality 0.0251 × 399 ≈ 10). Its closeness centrality of 0.4326 corresponds to a mean shortest-path distance of 1 / 0.4326 ≈ 2.31 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any pair of nodes, representing 0% of such paths. The clustering coefficient of 0.8222 signifies that approximately 82.2% of the node's 10 neighbors are connected to each other through direct edges, suggesting a tight local structure. The square clustering coefficient of 0.3268 reflects that approximately 32.7% of the potential four-node cycles (squares) that could be formed among the node's neighbors are completed, indicating a moderate level of connectivity between neighbors through paths of length two as well as direct edges."
337,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 ≈ 2). Its closeness centrality of 0.3236 corresponds to a mean shortest-path distance of 1 / 0.3236 ≈ 3.09 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any other pairs of nodes, representing 0% of paths. The clustering coefficient of 0.0000 shows that none of the node's 2 neighbors share a direct edge with each other, indicating the absence of a densely connected local neighborhood. The square clustering coefficient of 0.0526 means that about 5.26% of potential four-node cycles (squares) among the node's neighbors are closed, suggesting that there are some connections through paths of length two among the neighbors, although limited."
338,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.3455 corresponds to a mean shortest-path distance of 1 / 0.3455 ≈ 2.89 hops to reach any other node in the graph. The betweenness centrality of 0.0009 indicates that this node lies on approximately 0.09% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.6667 means that about 66.67% of the node's 3 neighbors share a direct edge with one another, indicating a relatively high level of local interconnectivity. The square clustering coefficient of 0.0394 shows that approximately 3.94% of potential four-node squares are closed among the node's neighbors, reflecting limited indirect connectivity through paths that involve two additional nodes."
339,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 ≈ 2). Its closeness centrality of 0.2756 corresponds to a mean shortest-path distance of approximately 3.63 hops to reach any other node in the graph (1 / 0.2756 ≈ 3.63). The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between other pairs of nodes, suggesting it does not serve as a connector in the network. The clustering coefficient of 1.0000 means that 100% of the node’s neighbors are directly connected to one another, forming a complete local triangle. The square clustering coefficient of 0.2000 indicates that 20% of potential four-node cycles (squares) among the node's neighbors are closed, reflecting some extent of indirect connections through paths of length two in addition to direct edges."
340,"This node has direct edges to 7 out of the 398 other nodes in the network (degree centrality 0.0176 × 398 ≈ 7). Its closeness centrality of 0.3798 corresponds to a mean shortest-path distance of 1 / 0.3798 ≈ 2.63 hops to reach any other node in the graph. The betweenness centrality of 0.0045 indicates that this node lies on approximately 0.45% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.3810 signifies that about 38.1% of the node's 7 neighbors share direct edges with one another, indicating a moderate level of local connectivity among those neighbors. The square clustering coefficient of 0.1180 reflects that approximately 11.8% of potential four-node cycles involving this node's neighbors are closed, demonstrating the degree to which these neighbors are interconnected through paths of length two as well as direct edges."
341,"This node has direct edges to 6 out of the 398 other nodes in the network (degree centrality 0.0151 × 398 ≈ 6). Its closeness centrality of 0.4120 corresponds to a mean shortest-path distance of 1 / 0.4120 ≈ 2.43 hops to reach any other node in the graph. The betweenness centrality of 0.0000 signifies that this node does not lie on any shortest paths between other pairs of nodes (0% of paths). The clustering coefficient of 0.8667 indicates that approximately 86.7% of this node's 6 neighbors are also directly connected to each other, forming a tightly-knit local neighborhood. The square clustering coefficient of 0.2911 reflects that about 29.1% of potential four-node cycles (squares) are closed among the node's neighbors, illustrating the level of connections through paths of length two in addition to direct edges."
342,"This node has direct edges to 2 out of the 398 other nodes in the network (degree centrality 0.0050 × 398 = 2). Its closeness centrality of 0.3452 corresponds to a mean shortest-path distance of 1 / 0.3452 ≈ 2.89 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between pairs of other nodes, representing 0% of such paths. The clustering coefficient of 1.0000 suggests that 100% of the node's 2 neighbors are directly connected to each other, indicating a fully connected local neighborhood. The square clustering coefficient of 0.0656 means that approximately 6.56% of the potential four-node cycles formed by the node's neighbors are closed, showing that only a small fraction of indirect two-hop connections among its neighbors are completed by direct edges."
343,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3758 corresponds to a mean shortest-path distance of 1 / 0.3758 ≈ 2.66 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, representing 0.00% of all possible shortest paths. The clustering coefficient of 0.8333 signifies that approximately 83.33% of the node's 4 neighbors are connected to each other, indicating a densely connected local neighborhood. The square clustering coefficient of 0.1632 measures that about 16.32% of potential four-node cycles (squares) among the node's neighbors are closed, reflecting the extent to which these neighbors are connected through paths of length two as well as direct edges."
344,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 398 ≈ 5). Its closeness centrality of 0.3765 corresponds to a mean shortest-path distance of 1 / 0.3765 ≈ 2.65 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not belong to any shortest paths between every other pair of nodes, reflecting that it does not act as a bridge in the network. The clustering coefficient of 0.7000 suggests that about 70.0% of this node's 5 neighbors share a direct edge with one another, forming a relatively dense local neighborhood. The square clustering coefficient of 0.1236 indicates that approximately 12.36% of potential four-node cycles (squares) formed by the node's neighbors are closed, reflecting limited connectivity through paths of length two compared to direct edges among neighbors."
345,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 399 ≈ 5). Its closeness centrality of 0.3872 corresponds to a mean shortest-path distance of 1 / 0.3872 ≈ 2.58 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, representing 0% of all possible paths. The clustering coefficient of 0.8000 shows that approximately 80% of the node's 5 neighbors share direct edges with one another, indicating a high level of interconnectivity among its immediate neighbors. The square clustering coefficient of 0.1620 indicates that 16.2% of potential four-node cycles (squares) are closed among the node's neighbors, reflecting some level of connectivity among neighbors through paths of length two, even with fewer direct connections."
346,"This node has direct edges to 8 out of the 398 other nodes in the network (degree centrality 0.0201 × 398 ≈ 8). Its closeness centrality of 0.3968 corresponds to a mean shortest-path distance of 1 / 0.3968 ≈ 2.52 hops to reach any other node in the graph. The betweenness centrality of 0.0002 means this node lies on approximately 0.02% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.6071 indicates that about 60.71% of the node's 8 neighbors share a direct edge with one another, forming a relatively dense local neighborhood. The square clustering coefficient of 0.1325 measures the fraction of potential four-node cycles that are closed among the node's neighbors; here, 13.25% of such cycles are present, reflecting a moderate level of connection among neighbors through paths of length two as well as direct edges."
347,"This node has direct edges to 5 out of the 398 other nodes in the network (degree centrality 0.0126 × 398 ≈ 5). Its closeness centrality of 0.3682 corresponds to a mean shortest-path distance of 1 / 0.3682 ≈ 2.71 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between every other pair of nodes. The clustering coefficient of 0.5000 suggests that 50% of the node's 5 neighbors are directly connected to each other, indicating a moderate level of local clustering within its neighborhood. The square clustering coefficient of 0.1978 indicates that approximately 19.78% of potential four-node cycles (squares) that could include this node's neighbors are closed, reflecting a lower level of connectivity through paths of length two among its neighbors, compared to the maximum potential connectivity."
348,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3605 corresponds to a mean shortest-path distance of 1 / 0.3605 ≈ 2.77 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node lies on 0% of all shortest paths between every other pair of nodes, suggesting that it does not serve as a bridge or connector in the network. The clustering coefficient of 0.6667 implies that approximately 66.67% of the node's 4 neighbors share direct edges with each other, indicating a relatively dense local neighborhood. The square clustering coefficient of 0.0615 signifies that 6.15% of the potential four-node cycles (squares) among the node’s neighbors are closed, reflecting the limited extent of connectivity among neighbors through paths of length two compared to direct edges."
349,"This node has direct edges to 8 out of the 398 other nodes in the network (degree centrality 0.0201 × 398 ≈ 8). Its closeness centrality of 0.4090 corresponds to a mean shortest-path distance of 1 / 0.4090 ≈ 2.44 hops to reach any other node in the graph. The betweenness centrality of 0.0002 indicates that this node lies on approximately 0.02% of all shortest paths between every other pair of nodes in the network. The clustering coefficient of 0.5357 means that about 53.57% of the node's 8 neighbors share a direct edge with one another, indicating a moderate level of interconnectedness among its neighbors. The square clustering coefficient of 0.1715 conveys that approximately 17.15% of all possible four-node cycles (squares) that could be formed among its neighbors are closed, illustrating the extent to which these neighbors are connected through indirect paths as well as through direct edges."
350,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.3602 corresponds to a mean shortest-path distance of 1 / 0.3602 ≈ 2.77 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between any pairs of nodes, which corresponds to 0% of all possible paths. The clustering coefficient of 0.3333 signifies that approximately 33.3% of the node's 3 neighbors share a direct edge with one another, highlighting a moderately connected local neighborhood. The square clustering coefficient of 0.0874 shows that about 8.74% of potential four-node cycles (squares) are closed among the node's neighbors, indicating limited connectivity among these neighbors through paths of length two."
351,"This node has direct edges to 3 out of the 398 other nodes in the network (degree centrality 0.0075 × 398 ≈ 3). Its closeness centrality of 0.4185 corresponds to a mean shortest-path distance of 1 / 0.4185 ≈ 2.39 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest paths between other pairs of nodes, meaning it has no role in connecting different parts of the network. The clustering coefficient of 0.6667 suggests that approximately 66.67% of the node's 3 neighbors are mutually connected, indicating a relatively dense local neighborhood. The square clustering coefficient of 0.2483 indicates that approximately 24.83% of potential four-node cycles (squares) among its neighbors are present, which reflects a moderate level of connectivity through paths of length two in addition to direct edges among its neighbors."
352,"This node has direct edges to 4 out of the 398 other nodes in the network (degree centrality 0.0101 × 398 ≈ 4). Its closeness centrality of 0.3906 corresponds to a mean shortest-path distance of 1 / 0.3906 ≈ 2.56 hops to reach any other node in the graph. The betweenness centrality of 0.0000 indicates that this node does not lie on any shortest path between other pairs of nodes in the network, effectively accounting for 0% of such paths. The clustering coefficient of 0.1667 means that approximately 16.67% of this node's 4 neighbors share a direct edge with one another, indicating a limited level of local connectivity. The square clustering coefficient of 0.5171 implies that about 51.71% of potential four-node cycles (squares) are closed among the node's neighbors, reflecting a relatively higher presence of connections among neighbors through paths of length two in comparison to direct edges."
